iteration,country_name,currency,is_circulation,person,years_of_birth_death,in_circulation_since,years_of_circulation,reason_for_honor,denomination,obverse_or_reverse
181,Mexico,Old Mexican peso,0,Andrés Quintana Roo,1787-1851,NA,1985-1989,"Liberal politician, lawyer and author","$20,000",obverse
181,Mexico,Old Mexican peso,0,Plutarco Elías Calles,1877-1945,NA,1988-1991,40th President of Mexico (1924-1928),"$100,000",obverse
181,Mexico,Mexican nuevo peso (new peso)/peso,0,Emiliano Zapata,1879–1919,NA,1993–1997,Leader in the Mexican Revolution (1910–1919),$10,both
182,Nepal,Nepalese mohru/rupee,0,Tribhuwan Bir Bikram Shah,1903-1955,NA,1945-1955,King of Nepal (1911-1950),"5, 10 and 100 mohru/rupees",Obverse
182,Nepal,Nepalese rupee,0,Mahendra Bir Bikram Shah Dev,1920-1972,NA,1956-1972,King of Nepal (1955-1972),"All (1-1,000 rupees)",Obverse
182,Nepal,Nepalese rupee,0,Birendra Bir Bikram Shah,1944-2001,NA,1974-2001,King of Nepal (1972-2001),"All (1-1,000 rupees)",Obverse
182,Nepal,Nepalese rupee,0,Gyanendra Bir Bikram Shah Dev,1947-,NA,2002-2006,King of Nepal (2001-2008),"All (5-1,000 rupees)",Obverse
183,Netherlands,Gulden,0,Michiel de Ruyter,1607–1676,NA,1972–1981,Admiral of the Dutch navy during the Anglo-Dutch Wars (1652–1676),ƒ100,obverse
183,Netherlands,Gulden,0,Frans Hals,1580–1666,NA,1971–1977,Painter,ƒ10,obverse
183,Netherlands,Gulden,0,Baruch Spinoza,1632–1677,NA,1973–1996,Rationalist philosopher,"ƒ1,000",obverse
183,Netherlands,Gulden,0,Jan Pieterszoon Sweelinck,1562–1621,NA,1972–1990,"Composer, organist and teacher",ƒ25,obverse
183,Netherlands,Gulden,0,Joost van den Vondel,1587–1697,NA,1976–1988,Writer and playwright,ƒ5,obverse
184,Norway,Krone,0,Niels Henrik Abel,1802–1829,NA,1948–2002,Mathematician,500 kr,obverse
184,Norway,Krone,0,Niels Henrik Abel,1802–1829,NA,1978–2002,Mathematician,500 kr,obverse
184,Norway,Krone,0,Bjørnstjerne Bjørnson,1832–1910,NA,1950–1999,Nobel Prize winner for Literature (1903),50 kr,obverse
184,Norway,Krone,0,Bjørnstjerne Bjørnson,1832–1910,NA,1966–1999,Nobel Prize winner for Literature (1903),50 kr,obverse
184,Norway,Krone,0,Wilhelm Frimann Koren Christie,1779–1849,NA,1901–1945,Speaker of the Storting (1815 and 1818),5 kr,obverse
184,Norway,Krone,0,Wilhelm Frimann Koren Christie,1779–1849,NA,1901–1945,Speaker of the Storting (1815 and 1818),10 kr,obverse
184,Norway,Krone,0,Wilhelm Frimann Koren Christie,1779–1849,NA,1901–1945,Speaker of the Storting (1815 and 1818),50 kr,obverse
184,Norway,Krone,0,Wilhelm Frimann Koren Christie,1779–1849,NA,1901–1945,Speaker of the Storting (1815 and 1818),100 kr,obverse
184,Norway,Krone,0,Wilhelm Frimann Koren Christie,1779–1849,NA,1901–1945,Speaker of the Storting (1815 and 1818),500 kr,obverse
184,Norway,Krone,0,Wilhelm Frimann Koren Christie,1779–1849,NA,1901–1945,Speaker of the Storting (1815 and 1818),"1,000 kr",obverse
184,Norway,Krone,0,Camilla Collett,1813–1885,NA,1979–1997,Writer,100 kr,obverse
184,Norway,Krone,0,Christian Magnus Falsen,1782–1830,NA,1991–2001,Co-author of the Constitution (1814),"1,000 kr",obverse
184,Norway,Krone,0,Edvard Grieg,1843–1907,NA,1991–2000,Composer and pianist,500 kr,obverse
184,Norway,Krone,0,Henrik Ibsen,1828–1906,NA,1949–1999,"Playwright; known as ""The Father of Modern Drama""","1,000 kr",obverse
184,Norway,Krone,0,Henrik Ibsen,1828–1906,NA,1975–2001,"Playwright; known as ""The Father of Modern Drama""","1,000 kr",obverse
184,Norway,Krone,0,Christian Michelsen,1857–1925,NA,1954–1999,Prime Minister of Norway (1905–1907),10 kr,obverse
184,Norway,Krone,0,Fridtjof Nansen,1861–1930,NA,1955–1999,Nobel Prize winner for Peace (1922),5 kr,obverse
184,Norway,Krone,0,Fridtjof Nansen,1861–1930,NA,1972–1999,Nobel Prize winner for Peace (1922),10 kr,obverse
184,Norway,Krone,0,Oscar II,1829–1907,NA,1877–1998,King of Norway (1872–1905),5 kr,obverse
184,Norway,Krone,0,Oscar II,1829–1907,NA,1877–1998,King of Norway (1872–1905),10 kr,obverse
184,Norway,Krone,0,Oscar II,1829–1907,NA,1877–1998,King of Norway (1872–1905),50 kr,obverse
184,Norway,Krone,0,Oscar II,1829–1907,NA,1877–1998,King of Norway (1872–1905),100 kr,obverse
184,Norway,Krone,0,Oscar II,1829–1907,NA,1877–1998,King of Norway (1872–1905),500 kr,obverse
184,Norway,Krone,0,Oscar II,1829–1907,NA,1877–1998,King of Norway (1872–1905),"1,000 kr",obverse
184,Norway,Krone,0,Peder Tordenskjold,1691–1720,NA,1901–1945,Vice-Admiral; hero from the Great Northern War,10 kr,obverse
184,Norway,Krone,0,Peder Tordenskjold,1691–1720,NA,1901–1945,Vice-Admiral; hero from the Great Northern War,100 kr,obverse
184,Norway,Krone,0,Peder Tordenskjold,1691–1720,NA,1901–1945,Vice-Admiral; hero from the Great Northern War,"1,000 kr",obverse
184,Norway,Krone,0,Aasmund Olavsson Vinje,1818–1870,NA,1985–1997,Poet and journalist,50 kr,obverse
184,Norway,Krone,0,Henrik Wergeland,1808–1845,NA,1949–1999,Poet and writer,100 kr,obverse
184,Norway,Krone,0,Henrik Wergeland,1808–1845,NA,1962–1999,Poet and writer,100 kr,obverse
185,Pakistan,Rupee,0,Muhammad Ali Jinnah,1876–1948,NA,1997–2002,"1st Governor-General of Pakistan (1947–1948); ""Father of the Nation""",Rs. 5,obverse
186,Panama,Balboa,0,Vasco Núñez de Balboa,1475-1519,NA,1941,"Explorer, governor, and conquistador; best known for having crossed the Isthmus of Panama to the Pacific Ocean in 1513, becoming the first European to lead an expedition to have seen or reached the Pacific from the New World",B/.1,Obverse
187,Philippines,Philippine peso fuerte,0,Isabel II,1830-1904,NA,1852-1898,Queen of Spain (1833-1868),All (10-200 pesos fuertes),Obverse
187,Philippines,Peso,0,Charles A. Conant,1861-1915,NA,1916-1924 (Philippine National Bank),"Journalist, author, and promoter; recognized as an expert on banking and finance",₱1,Obverse
187,Philippines,Peso/Piso,0,Apolinario Mabini,1864-1903,NA,"1918-1929 (Philippine Islands Treasury Certificate); 1936-1941 (Commonwealth Treasury Certificate); 1944 (""Victory"" overprint); 1949-1969 (Central Bank of the Philippines); 1969 (""Pilipino"" series); 1970 (""Pilipino"" series; full printing); 1970-1978 (""Ang Bagong Lipunan"" series); 1985-1997 (""New Design/BSP"" series)","1st Prime Minister of the Philippines (January 23-May 7, 1899); responsible for drafting the Constitution of the Philippines",₱1 and ₱10,Obverse
187,Philippines,Peso/Piso,0,José Rizal,1861-1896,NA,"1916-1921 (Philippine National Bank); 1903-1906 (Philippine Islands Silver Certificate); 1918-1929 (Philippine Islands Treasury Certificate); 1936-1941 (Commonwealth Treasury Certificate); 1944 (""Victory"" overprint);  1949-1969 (Central Bank of the Philippines); 1970-1978 (""Ang Bagong Lipunan"" series)",National hero of the Philippines,₱2,Obverse
187,Philippines,Peso,0,Ferdinand Magellan,1480-1521,NA,"1916-1920 (Philippine National Bank); 1916 (Philippine Islands Silver Certificate); 1918-1929 (Philippine Islands Treasury Certificate); 1944 (""Victory"" overprint); 1949 (Central Bank of the Philippines)","The first circumnavigation of the Earth, from Europe to East, and to West; for the first expedition from Europe to Asia by the West; and for captaining the first expedition across the Atlantic Ocean to the Strait of Magellan and across the Pacific Ocean",₱2 and ₱100,Reverse (₱2); Obverse (₱100)
187,Philippines,Peso,0,William McKinley,1843-1901,NA,1916-1937 (Philippine National Bank); 1903-1916 (Philippine Islands Silver Certificate); 1918-1929 (Philippine Islands Treasury Certificate),25th President of the United States (1897-1901),₱5,Obverse
187,Philippines,Peso,0,George Dewey,1837-1916,NA,"1929 (Philippine Islands Treasury Certificate); 1936-1941 (Commonwealth Treasury Certificate); 1944 (""Victory"" overprint)",Admiral of the Navy,₱5,Obverse
187,Philippines,Peso,0,George Washington,1732-1799,NA,"1916-1937 (Philippine National Bank); 1903-1916 (Philippine Islands Silver Certificate); 1918-1929 (Philippine Islands Treasury Certificate); 1936-1941 (Commonwealth Treasury Certificate); 1944 (""Victory"" overprint)",1st President of the United States (1789-1797),₱10,Obverse
187,Philippines,Peso,0,Henry W. Lawton,1843-1899,NA,"1916-1920 (Philippine National Bank); 1916 (Philippine Islands Silver Certificate); 1918-1929 (Philippine Islands Treasury Certificate); 1936 (Commonwealth Treasury Certificate); 1944 (""Victory"" overprint)","Major-General of the United States Army; served in the American Civil War, the Apache Wars, the Spanish–American War and the Philippine–American War",₱50,Obverse
187,Philippines,Peso,0,Miguel López de Legazpi,c. 1502-1572,NA,"1906 (Philippine Islands Silver Certificate); 1918-1929 (Philippine Islands Treasury Certificate); 1936 (Commonwealth Treasury Certificate); 1944 (""Victory"" overprint); 1949 (Central Bank of the Philippines)",Governor-General of the Spanish East Indies (1565-1572),₱500 and ₱50,Obverse (₱500); Reverse (₱50)
187,Philippines,Peso,0,William A. Jones,1849-1918,NA,1916-1937 (Philippine National Bank),Member of the United States House of Representatives from Virginia's 1st district (1891-1918); Chairman of the Committee on Insular Affairs (1911-1918),₱20,Obverse
187,Philippines,Peso,0,Marcelo Hilario del Pilar y Gatmaitán,1850-1896,NA,1949 (Central Bank of the Philippines),"Writer, lawyer, journalist, and freemason; leader of the Reform Movement",₱5,Obverse
187,Philippines,Peso,0,Graciano López Jaena,1856-1896,NA,1949 (Central Bank of the Philippines),"Journalist, orator, revolutionary, and national hero",₱5,Obverse
187,Philippines,Peso,0,"Mariano Gómez, José Burgos and Jacinto Zamora (Gomburza)",1799-1872 (Mariano Gómez); 1837-1872 (José Burgos); 1835-1872 (Jacinto Zamora),NA,1949 (Central Bank of the Philippines),Known for the 1872 Cavite Mutiny,₱10,Obverse
187,Philippines,Peso/Piso,0,Andrés Bonifacio,1863-1897,NA,"1949 (Central Bank of the Philippines); 1997-2001 (""New Design/BSP"" series)",Revolutionary leader and the president of the Tagalog Republic,₱10 and ₱20,Obverse
187,Philippines,Peso,0,Emilio Jacinto,1875-1899,NA,1949 (Central Bank of the Philippines),General during the Philippine Revolution,₱20,Obverse
187,Philippines,Peso,0,Antonio Luna,1866-1899,NA,1949 (Central Bank of the Philippines),General in the Philippine–American War,₱50,Obverse
187,Philippines,Peso,0,Melchora Aquino,1812-1919,NA,1949 (Central Bank of the Philippines),Revolutionary,₱100,Obverse
188,Poland,Złoty,0,Józef Bem,1794–1850,NA,1982–1995,general; war hero,10 zł,obverse
188,Poland,Złoty,0,Boleslaw I,966/7-1025,NA,1977–1995,King of Poland (992-1025),"2,000 zł",reverse
188,Poland,Złoty,0,Frédéric Chopin,1810–1849,NA,1982–1995,romantic composer and pianist,"5,000 zł",obverse
188,Poland,Złoty,0,Nicolaus Copernicus,1473–1543,NA,1962–1965,developed a heliocentric model of the solar system,"1,000 zł",obverse
188,Poland,Złoty,0,Nicolaus Copernicus,1473–1543,NA,1975–1995,developed a heliocentric model of the solar system,"1,000 zł",obverse
188,Poland,Złoty,0,Marie Curie,1867–1934,NA,1989–1995,Nobel Prize winner for Physics (1903) and Chemistry (1911),"20,000 zł",obverse
188,Poland,Złoty,0,Jarosław Dąbrowski,1836–1871,NA,1976–1995,General; commander-in-chief of the Paris Commune,200 zł,obverse
188,Poland,Złoty,0,Doubravka of Bohemia,940/45-977,NA,1936–1940,Queen Consort of Mieszko I (965-977),2 zł,obverse
188,Poland,Złoty,0,Tadeusz Kościuszko,1746–1817,NA,1976–1995,General; leader of the Kościuszko Uprising (1794),500 zł,obverse
188,Poland,Złoty,0,Mieszko I,935-992,NA,1977–1995,Ruler of Poland (960-992),"2,000 zł",obverse
188,Poland,Złoty,0,Stanisław Moniuszko,1819–1872,NA,1990–1995,Conductor and composer,"100,000 zł",obverse
188,Poland,Złoty,0,Ignacy Jan Paderewski,1860–1941,NA,1992–1995,3rd Prime Minister (1919),"2,000,000 zł",obverse
188,Poland,Złoty,0,Emilia Plater,1806–1831,NA,1936–1939,countess; hero from the November Uprising,20 zł,obverse
188,Poland,Złoty,0,Emilia Plater,1806–1831,NA,1940–1944,countess; hero from the November Uprising,20 zł,obverse
188,Poland,Złoty,0,Władysław Reymont,1867–1925,NA,1991–1995,Nobel Prize winner for Literature (1924),"1,000,000 zł",obverse
188,Poland,Złoty,0,Henryk Sienkiewicz,1846–1916,NA,1990–1995,Nobel Prize winner for Literature (1905),"500,000 zł",obverse
188,Poland,Złoty,0,Stanisław Staszic,1755–1826,NA,1989–1995,"Priest, philosopher and statesman; supporter of the Constitution of May 3, 1791","50,000 zł",obverse
188,Poland,Złoty,0,Karol Świerczewski,1897–1947,NA,1975–1995,Leader in the post-World War II government of Poland,50 zł,obverse
188,Poland,Złoty,0,Romuald Traugutt,1826–1864,NA,1982–1995,general; hero from the January Uprising,20 zł,obverse
188,Poland,Złoty,0,Ludwik Waryński,1856–1889,NA,1975–1995,socialist activist,100 zł,obverse
188,Poland,Złoty,0,Stanisław Wyspiański,1869–1907,NA,1988–1995,playwright,"10,000 zł",obverse
189,Portugal,Escudo,0,Pedro Álvares Cabral,1467–1520,NA,1996–2002,"explorer and navigator, discovered the sea route to Brazil, 1500","$1,000",obverse
189,Portugal,Escudo,0,Vasco da Gama,1469–1524,NA,1996–2002,"explorer and navigator, sailed from Europe to India, 1497–1498","$5,000",obverse
189,Portugal,Escudo,0,João de Barros,1496–1570,NA,1997–2002,historian,$500,obverse
189,Portugal,Escudo,0,Bartolomeu Dias,1450–1500,NA,1996–2002,"explorer and navigator, sailed around the Cape of Good Hope, 1488","$2,000",obverse
189,Portugal,Escudo,0,Henry the Navigator,1394–1460,NA,1996–2002,patron of Portuguese exploration,"$10,000",obverse
190,Portuguese India,Rupia,0,Afonso de Albuquerque,1453-1615,NA,1945,"Governor and Captain-General of the Seas of India, Viceroy of India, First Duke of Goa",All (5-500 rupia),Obverse
190,Portuguese India,Escudo,0,Afonso de Albuquerque,1453-1615,NA,1959-1961,"Governor and Captain-General of the Seas of India, Viceroy of India, First Duke of Goa","All (30-1,000 escudos)",Both
191,Portuguese Timor,Escudo,0,Jose Celestino da Silva,NA,NA,1959,NA,All (30-500 escudos),Obverse
191,Portuguese Timor,Escudo,0,Régulo D. Aleixo,NA,NA,1963-1968,NA,"All (20-1,000 escudos)",Obverse
192,Republika Srpska,Dinar,0,Petar Kočić,1877-1916,NA,1993,Writer and poet,"All (5,000-50,000,000,000 dinara)",Obverse
193,Romania,Leu,0,Grigore Antipa,1867–1944,NA,1992–1996,biologist; studied fauna and wildlife of the Danube Delta and the Black Sea,200 L,obverse
193,Romania,Leu,0,Nicolae Bălcescu,1819–1852,NA,1952–1966,a leader of the Wallachian Revolution of 1848,100 L,obverse
193,Romania,Leu,0,Nicolae Bălcescu,1819–1852,NA,1966–1991,a leader of the Wallachian Revolution of 1848,100 L,obverse
193,Romania,Leu,0,Lucian Blaga,1895–1961,NA,1998–2002,"poet, playwright, philosopher","5,000 L",obverse
193,Romania,Leu,0,Constantin Brâncuși,1876–1957,NA,1991–1992,sculptor,500 L,both
193,Romania,Leu,0,Constantin Brâncuși,1876–1957,NA,1992–1999,sculptor,500 L,obverse
193,Romania,Leu,0,Ion Luca Caragiale,1852–1912,NA,2003–2007,"playwright, short story writer","1,000,000 L",obverse
193,Romania,Leu,0,Carol II,1893-1953,NA,1930-1940,King 1930-1940,500 Lei,obverse
193,Romania,Leu,0,Carol II,1893-1953,NA,1931-1936,King 1930-1940,"1,000 Lei",reverse
193,Romania,Leu,0,Alexandru Ioan Cuza,1820–1873,NA,1952–1966,"Prince of Moldovia and Wallachia, 1859–1862; Domnitor of Romania, 1862–1866",50 L,obverse
193,Romania,Leu,0,Alexandru Ioan Cuza,1820–1873,NA,1966–1991,"Prince of Moldovia and Wallachia, 1859–1862; Domnitor of Romania, 1862–1866",50 L,obverse
193,Romania,Leu,0,Decebal,??-106,NA,1943-1947,last King of Dacia,"5,000 L",obverse
193,Romania,Leu,0,Decebal,??-106,NA,1947,last King of Dacia,"100,000 L",obverse
193,Romania,Leu,0,Decebal,??-106,NA,"1,000,000 L",last King of Dacia,??-106,obverse
193,Romania,Leu,0,Mihai Eminescu,1850–1889,NA,1991–1993,romantic poet,"1,000 L",obverse
193,Romania,Leu,0,Mihai Eminescu,1850–1889,NA,1993–1998,romantic poet,"1,000 L",obverse
193,Romania,Leu,0,Mihai Eminescu,1850–1889,NA,1998–2001,romantic poet,"1,000 L",obverse
193,Romania,Leu,0,George Enescu,1881–1955,NA,1996–2002,"composer, violinist, pianist","50,000 L",obverse
193,Romania,Leu,0,George Enescu,1881–1955,NA,2000–2004,"composer, violinist, pianist","50,000 L",obverse
193,Romania,Leu,0,George Enescu,1881–1955,NA,2001–2007,"composer, violinist, pianist","50,000 L",obverse
193,Romania,Ban (1/100 Leu),0,Ferdinand I,1865-1927,NA,1917-1918,King 1914-1927,10 Bani,obverse
193,Romania,Ban (1/100 Leu),0,Ferdinand I,1865-1927,NA,1917-1918,King 1914-1927,25 Bani,obverse
193,Romania,Ban (1/100 Leu),0,Ferdinand I,1865-1927,NA,1917-1918,King 1914-1927,50 Bani,obverse
193,Romania,Leu,0,Nicolae Grigorescu,1838–1907,NA,1998–2004,painter; a founder of modern Romanian painting,"100,000 L",obverse
193,Romania,Leu,0,Nicolae Grigorescu,1838–1907,NA,2001–2007,painter; a founder of modern Romanian painting,"100,000 L",obverse
193,Romania,Leu,0,Avram Iancu,1824–1872,NA,1992–1993,leader in the Austrian Empire Revolutions of 1848-1849,"5,000 L",obverse
193,Romania,Leu,0,Avram Iancu,1824–1872,NA,1993–1998,leader in the Austrian Empire Revolutions of 1848-1849,"5,000 L",obverse
193,Romania,Leu,0,Nicolae Iorga,1871–1940,NA,1994–1999,"Prime Minister, 1931–1932","10,000 L",obverse
193,Romania,Leu,0,Nicolae Iorga,1871–1940,NA,1999–2002,"Prime Minister, 1931–1932","10,000 L",obverse
193,Romania,Leu,0,Nicolae Iorga,1871–1940,NA,2000–2007,"Prime Minister, 1931–1932","10,000 L",obverse
193,Romania,Leu,0,Trajan,53-117,NA,1943-1947,"Roman Emperor, conqueror of Dacia","5,000 L",obverse
193,Romania,Leu,0,Trajan,53-117,NA,1947,"Roman Emperor, conqueror of Dacia","100,000 L",obverse
193,Romania,Leu,0,Trajan,53-117,NA,"1,000,000 L","Roman Emperor, conqueror of Dacia",53-117,obverse
193,Romania,Leu,0,Tudor Vladimirescu,1780–1821,NA,1947,revolutionary leader; led the Wallachian Uprising of 1821 and the Pandur militia,"1,000 L",obverse
193,Romania,Leu,0,Tudor Vladimirescu,1780–1821,NA,1948-1951,revolutionary leader; led the Wallachian Uprising of 1821 and the Pandur militia,"1,000 L",obverse
193,Romania,Leu,0,Tudor Vladimirescu,1780–1821,NA,1952–1966,revolutionary leader; led the Wallachian Uprising of 1821 and the Pandur militia,25 L,obverse
193,Romania,Leu,0,Tudor Vladimirescu,1780–1821,NA,1966–1991,revolutionary leader; led the Wallachian Uprising of 1821 and the Pandur militia,Tudor Vladimirescu,obverse
193,Romania,Leu,0,Aurel Vlaicu,1882–1913,NA,2000–2007,"engineer, inventor, early pilot","500,000 L",obverse
194,"Sarawak, Kingdom of",Cent,0,Charles Vyner Brooke,1874-1963,NA,1940 (emergency issue),3rd and last White Rajah of Sarawak (1917-1946),10 cents,Obverse
194,"Sarawak, Kingdom of",Dollar,0,Charles Vyner Brooke,1874-1963,NA,1919-1940,3rd and last White Rajah of Sarawak (1917-1946),All (1-50 dollars),Obverse
195,Slovenia,Tolar,0,Ivan Cankar,1876–1918,NA,1995–2007,"writer, playwright, poet","10,000 SIT",obverse
195,Slovenia,Tolar,0,Jacobus Gallus,1550–1591,NA,1993–2007,Renaissance composer,200 SIT,obverse
195,Slovenia,Tolar,0,Rihard Jakopič,1869–1943,NA,1992–2007,impressionist painter,100 SIT,obverse
195,Slovenia,Tolar,0,Ivana Kobilca,1861–1926,NA,1993–2007,realist painter,"5,000 SIT",obverse
195,Slovenia,Tolar,0,Jože Plečnik,1872–1957,NA,1992–2007,architect,500 SIT,obverse
195,Slovenia,Tolar,0,France Prešeren,1800–1849,NA,1992–2007,poet,"1,000 SIT",obverse
195,Slovenia,Tolar,0,Primož Trubar,1508–1586,NA,1992–2007,founder and superintendent of the Protestant Church of Slovenia,10 SIT,obverse
195,Slovenia,Tolar,0,Johann Weikhard von Valvasor,1641–1693,NA,1992–2007,scholar,20 SIT,obverse
195,Slovenia,Tolar,0,Jurij Vega,1754–1802,NA,1993–2007,mathematician and physicist,50 SIT,obverse
196,South Africa,Pound,0,Jan van Riebeeck,1619–1677,NA,1948–1961,"Dutch founder and colonial administrator of Cape Town, 1652–1662",10/-,obverse
196,South Africa,Pound,0,Jan van Riebeeck,1619–1677,NA,1948–1961,"Dutch founder and colonial administrator of Cape Town, 1652–1662",£1,obverse
196,South Africa,Pound,0,Jan van Riebeeck,1619–1677,NA,1948–1961,"Dutch founder and colonial administrator of Cape Town, 1652–1662",£5,obverse
196,South Africa,Pound,0,Jan van Riebeeck,1619–1677,NA,1952–1961,"Dutch founder and colonial administrator of Cape Town, 1652–1662",£10,obverse
196,South Africa,Pound,0,Jan van Riebeeck,1619–1677,NA,obverse,"Dutch founder and colonial administrator of Cape Town, 1652–1662","Dutch founder and colonial administrator of Cape Town, 1652–1662",£100
196,South Africa,Rand,0,Jan van Riebeeck,1619–1677,NA,1961–1966,"Dutch founder and colonial administrator of Cape Town, 1652–1662",R1,obverse
196,South Africa,1619–1677,0,Jan van Riebeeck,1619–1677,NA,1966–1973,"Dutch founder and colonial administrator of Cape Town, 1652–1662",Jan van Riebeeck,obverse
196,South Africa,1619–1677,0,Jan van Riebeeck,1619–1677,NA,1973–1975,"Dutch founder and colonial administrator of Cape Town, 1652–1662",Jan van Riebeeck,obverse
196,South Africa,1619–1677,0,Jan van Riebeeck,1619–1677,NA,1975–1977,"Dutch founder and colonial administrator of Cape Town, 1652–1662",Jan van Riebeeck,obverse
196,South Africa,Jan van Riebeeck,0,Jan van Riebeeck,1619–1677,NA,1961–1974,"Dutch founder and colonial administrator of Cape Town, 1652–1662",R2,obverse
196,South Africa,Jan van Riebeeck,0,Jan van Riebeeck,1619–1677,NA,1974–1975,"Dutch founder and colonial administrator of Cape Town, 1652–1662",Jan van Riebeeck,obverse
196,South Africa,Jan van Riebeeck,0,Jan van Riebeeck,1619–1677,NA,1975–1978,"Dutch founder and colonial administrator of Cape Town, 1652–1662",Jan van Riebeeck,obverse
196,South Africa,Jan van Riebeeck,0,Jan van Riebeeck,1619–1677,NA,1978–1993,"Dutch founder and colonial administrator of Cape Town, 1652–1662",Jan van Riebeeck,obverse
196,South Africa,Jan van Riebeeck,0,Jan van Riebeeck,1619–1677,NA,1966–1975,"Dutch founder and colonial administrator of Cape Town, 1652–1662",R5,obverse
196,South Africa,Jan van Riebeeck,0,Jan van Riebeeck,1619–1677,NA,1975–1978,"Dutch founder and colonial administrator of Cape Town, 1652–1662",Jan van Riebeeck,obverse
196,South Africa,Jan van Riebeeck,0,Jan van Riebeeck,1619–1677,NA,1978–1993,"Dutch founder and colonial administrator of Cape Town, 1652–1662",Jan van Riebeeck,obverse
196,South Africa,Jan van Riebeeck,0,Jan van Riebeeck,1619–1677,NA,1961–1966,"Dutch founder and colonial administrator of Cape Town, 1652–1662",R10,obverse
196,South Africa,Jan van Riebeeck,0,Jan van Riebeeck,1619–1677,NA,1966–1975,"Dutch founder and colonial administrator of Cape Town, 1652–1662",Jan van Riebeeck,obverse
196,South Africa,Jan van Riebeeck,0,Jan van Riebeeck,1619–1677,NA,1975–1978,"Dutch founder and colonial administrator of Cape Town, 1652–1662",Jan van Riebeeck,obverse
196,South Africa,Jan van Riebeeck,0,Jan van Riebeeck,1619–1677,NA,1978–1993,"Dutch founder and colonial administrator of Cape Town, 1652–1662",Jan van Riebeeck,obverse
196,South Africa,Jan van Riebeeck,0,Jan van Riebeeck,1619–1677,NA,1961–1979,"Dutch founder and colonial administrator of Cape Town, 1652–1662",R20,obverse
196,South Africa,Jan van Riebeeck,0,Jan van Riebeeck,1619–1677,NA,1979–1993,"Dutch founder and colonial administrator of Cape Town, 1652–1662",Jan van Riebeeck,obverse
196,South Africa,Jan van Riebeeck,0,Jan van Riebeeck,1619–1677,NA,1984–1992,"Dutch founder and colonial administrator of Cape Town, 1652–1662",R50,obverse
197,Soviet Union,Ruble,0,Vladimir Lenin,1870–1924,NA,1947–1961,Leader of the October Revolution; 1st Chairman of the Council of People's Commissars (1917–1924),10 руб,obverse
197,Soviet Union,Ruble,0,Vladimir Lenin,1870–1924,NA,1961–1991,Leader of the October Revolution; 1st Chairman of the Council of People's Commissars (1917–1924),10 руб,obverse
197,Soviet Union,Ruble,0,Vladimir Lenin,1870–1924,NA,1947–1961,Leader of the October Revolution; 1st Chairman of the Council of People's Commissars (1917–1924),25 руб,obverse
197,Soviet Union,Ruble,0,Vladimir Lenin,1870–1924,NA,1961–1992,Leader of the October Revolution; 1st Chairman of the Council of People's Commissars (1917–1924),Vladimir Lenin,obverse
197,Soviet Union,Ruble,0,Vladimir Lenin,1870–1924,NA,obverse,Leader of the October Revolution; 1st Chairman of the Council of People's Commissars (1917–1924),1870–1924,50 руб
197,Soviet Union,Ruble,0,Vladimir Lenin,1870–1924,NA,obverse,Leader of the October Revolution; 1st Chairman of the Council of People's Commissars (1917–1924),1870–1924,100 руб
197,Soviet Union,Chervonet,0,Vladimir Lenin,1870–1924,NA,1937–1947,Leader of the October Revolution; 1st Chairman of the Council of People's Commissars (1917–1924),5 chervonzev,obverse
197,Soviet Union,Chervonet,0,Vladimir Lenin,1870–1924,NA,obverse,Leader of the October Revolution; 1st Chairman of the Council of People's Commissars (1917–1924),Vladimir Lenin,10 chervonzev
198,Spain,Peseta,0,Leopoldo Alas y Ureña,1851–1901,NA,1982–2002,Novelist,200 ₧,obverse
198,Spain,Peseta,0,Christopher Columbus,1451–1506,NA,1992–2002,Navigator and explorer; discovered the Americas (1492),"5,000 ₧",obverse
198,Spain,Peseta,0,Hernando Cortés,1485–1547,NA,1992–2002,Conquistador of Mexico,"1,000 ₧",obverse
198,Spain,Peseta,0,Rosalía de Castro,1837–1885,NA,1982–2002,Writer and poet,500 ₧,obverse
198,Spain,Peseta,0,Antonio de Ulloa,1716–1795,NA,1987–2002,Explorer and colonial administrator; served as the first Spanish governor of Louisiana (1766–1768),"10,000 ₧",reverse
198,Spain,Peseta,0,Felipe VI (Prince of Asturias and King of Spain),1968-,NA,1982–1987,Prince of Asturias (1977-2014); King of Spain (2014-),"10,000 ₧",reverse
198,Spain,Peseta,0,Juan Ramón Jiménez,1881–1958,NA,1982–1987,Poet; Nobel Prize winner (1956),"2,000 ₧",obverse
198,Spain,Peseta,0,Juan Carlos I,1938-,NA,1982–1987,King of Spain (1975-2014),"5,000 ₧",obverse
198,Spain,Peseta,0,Juan Carlos I,1938-,NA,1982–1987,King of Spain (1975-2014),"10,000 ₧",obverse
198,Spain,Peseta,0,Juan Carlos I,1938-,NA,1987–2002,King of Spain (1975-2014),Juan Carlos I,obverse
198,Spain,Peseta,0,José Celestino Mutis,1732–1808,NA,1987–2002,Botanist and mathematician,"2,000 ₧",obverse
198,Spain,Peseta,0,Benito Pérez Galdós,1843–1920,NA,1982–1987,Novelist,"1,000 ₧",obverse
198,Spain,Peseta,0,Francisco Pizarro,1475–1541,NA,1992–2002,Conquistador of Peru,"1,000 ₧",reverse
